dataid,utc,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
8197,1/1/14,3.213,0.000,0.000,0.000,,,,,0.012,,,,,,,0.018,,0.000,,,0.000,,0.469,0.005,,,,,,,,,0.116,0.025,,,,,,,,,0.039,0.308,,,0.006,,,,,,,0.004,0.139,,,,,2.225,0.044,,,,,,,,,
8197,1/1/14 0:15,4.254,0.000,0.004,0.000,,,,,0.029,,,,,,,0.018,,0.000,,,0.000,,0.454,0.004,,,,,,,,,0.109,0.042,,,,,,,,,0.080,0.309,,,0.007,,,,,,,0.006,0.183,,,,,2.486,0.477,,,,,,,,,
8197,1/1/14 0:30,4.209,0.000,0.004,0.000,,,,,0.030,,,,,,,0.018,,0.000,,,0.000,,0.449,0.005,,,,,,,,,0.101,0.028,,,,,,,,,0.080,0.285,,,0.007,,,,,,,0.006,0.147,,,,,2.919,0.044,,,,,,,,,
8197,1/1/14 0:45,4.362,0.000,0.004,0.000,,,,,0.030,,,,,,,0.018,,0.000,,,0.000,,0.451,0.005,,,,,,,,,0.176,0.025,,,,,,,,,0.080,0.323,,,0.007,,,,,,,0.006,0.153,,,,,3.028,0.085,,,,,,,,,
8197,1/1/14 1:00,4.726,0.000,0.005,0.005,,,,,0.029,,,,,,,0.019,,0.000,,,0.000,,0.476,0.005,,,,,,,,,0.097,0.033,,,,,,,,,0.080,0.289,,,0.008,,,,,,,0.006,0.165,,,,,2.994,0.472,,,,,,,,,
8197,1/1/14 1:15,4.621,0.000,0.005,0.005,,,,,0.029,,,,,,,0.018,,0.000,,,0.000,,0.452,0.005,,,,,,,,,0.152,0.025,,,,,,,,,0.081,0.156,,,0.008,,,,,,,0.006,0.152,,,,,2.847,0.474,,,,,,,,,
8197,1/1/14 1:30,4.545,0.000,0.005,0.005,,,,,0.029,,,,,,,0.018,,0.000,,,0.000,,0.448,0.005,,,,,,,,,0.125,0.016,,,,,,,,,0.081,0.170,,,0.008,,,,,,,0.006,0.145,,,,,2.813,0.474,,,,,,,,,
8197,1/1/14 1:45,4.542,0.000,0.005,0.005,,,,,0.029,,,,,,,0.018,,0.000,,,0.000,,0.456,0.005,,,,,,,,,0.097,0.035,,,,,,,,,0.080,0.153,,,0.007,,,,,,,0.006,0.145,,,,,2.802,0.472,,,,,,,,,
8197,1/1/14 2:00,4.593,0.000,0.005,0.005,,,,,0.029,,,,,,,0.019,,0.000,,,0.000,,0.469,0.005,,,,,,,,,0.187,0.005,,,,,,,,,0.081,0.156,,,0.007,,,,,,,0.006,0.146,,,,,2.847,0.473,,,,,,,,,
8197,1/1/14 2:15,4.967,0.000,0.005,0.005,,,,,0.030,,,,,,,0.019,,0.000,,,0.000,,0.452,0.005,,,,,,,,,0.098,0.037,,,,,,,,,0.080,0.156,,,0.008,,,,,,,0.006,0.145,,,,,2.775,0.905,,,,,,,,,
8197,1/1/14 2:30,5.000,0.000,0.005,0.005,,,,,0.032,,,,,,,0.019,,0.000,,,0.000,,0.445,0.005,,,,,,,,,0.125,0.005,,,,,,,,,0.081,0.156,,,0.455,,,,,,,0.006,0.146,,,,,2.851,0.474,,,,,,,,,
8197,1/1/14 2:45,6.608,0.000,0.005,0.006,,,,,0.029,,,,,,,0.019,,0.000,,,0.000,,0.486,0.005,,,,,,,,,0.155,0.038,,,,,,,,,0.081,0.156,,,1.276,,,,,,,0.689,0.160,,,,,3.040,0.474,,,,,,,,,
8197,1/1/14 3:00,6.234,0.000,0.005,0.006,,,,,0.029,,,,,,,0.019,,0.000,,,0.000,,0.450,0.005,,,,,,,,,0.098,0.005,,,,,,,,,0.081,0.156,,,1.045,,,,,,,0.631,0.191,,,,,2.890,0.474,,,,,,,,,
8197,1/1/14 3:15,5.600,0.000,0.005,0.006,,,,,0.030,,,,,,,0.019,,0.000,,,0.000,,0.452,0.005,,,,,,,,,0.179,0.039,,,,,,,,,0.082,0.156,,,0.891,,,,,,,0.007,0.144,,,,,2.942,0.476,,,,,,,,,
8197,1/1/14 3:30,4.809,0.000,0.005,0.006,,,,,0.029,,,,,,,0.019,,0.000,,,0.000,,0.455,0.005,,,,,,,,,0.105,0.005,,,,,,,,,0.083,0.157,,,0.231,,,,,,,0.007,0.151,,,,,2.830,0.478,,,,,,,,,
8197,1/1/14 3:45,4.650,0.000,0.005,0.006,,,,,0.029,,,,,,,0.019,,0.035,,,0.000,,0.456,0.005,,,,,,,,,0.100,0.038,,,,,,,,,0.057,0.157,,,0.007,,,,,,,0.006,0.179,,,,,2.858,0.476,,,,,,,,,
8197,1/1/14 4:00,5.191,0.000,0.004,0.000,,,,,0.028,,,,,,,0.019,,0.713,,,0.000,,0.492,0.006,,,,,,,,,0.185,0.006,,,,,,,,,0.004,0.156,,,0.009,,,,,,,0.008,0.142,,,,,3.501,0.473,,,,,,,,,
8197,1/1/14 4:15,5.395,0.000,0.000,0.000,,,,,0.029,,,,,,,0.019,,0.610,,,0.000,,0.456,0.006,,,,,,,,,0.100,0.030,,,,,,,,,0.004,0.156,,,0.009,,,,,,,0.008,0.142,,,,,3.338,0.795,,,,,,,,,
