dataid,utc,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
1714,1/1/14,0.540,0.041,,,0.000,,0.000,0.004,,0.000,,,,0.000,,,,,,0.000,,,,,,,,,,,0.058,,0.000,,0.170,0.214,,,,,0.052,0.048,,,0.000,0.180,,,,,,,,,,,,,,,,0.000,,,,,,,,
1714,1/1/14 0:15,0.582,0.040,,,0.000,,0.000,0.004,,0.000,,,,0.000,,,,,,0.000,,,,,,,,,,,0.032,,0.000,,0.204,0.214,,,,,0.052,0.048,,,0.000,0.264,,,,,,,,,,,,,,,,0.000,,,,,,,,
1714,1/1/14 0:30,0.536,0.040,,,0.000,,0.000,0.004,,0.000,,,,0.000,,,,,,0.000,,,,,,,,,,,0.003,,0.000,,0.231,0.214,,,,,0.052,0.048,,,0.000,0.246,,,,,,,,,,,,,,,,0.000,,,,,,,,
1714,1/1/14 0:45,0.508,0.041,,,0.000,,0.000,0.004,,0.000,,,,0.000,,,,,,0.000,,,,,,,,,,,0.003,,0.000,,0.172,0.214,,,,,0.052,0.048,,,0.000,0.217,,,,,,,,,,,,,,,,0.000,,,,,,,,
1714,1/1/14 1:00,0.469,0.041,,,0.000,,0.000,0.004,,0.000,,,,0.000,,,,,,0.000,,,,,,,,,,,0.003,,0.000,,0.260,0.214,,,,,0.052,0.048,,,0.000,0.177,,,,,,,,,,,,,,,,0.000,,,,,,,,
1714,1/1/14 1:15,0.466,0.041,,,0.000,,0.000,0.004,,0.000,,,,0.000,,,,,,0.000,,,,,,,,,,,0.003,,0.000,,0.177,0.214,,,,,0.052,0.048,,,0.000,0.175,,,,,,,,,,,,,,,,0.000,,,,,,,,
1714,1/1/14 1:30,0.392,0.042,,,0.000,,0.000,0.004,,0.000,,,,0.000,,,,,,0.000,,,,,,,,,,,0.003,,0.000,,0.200,0.214,,,,,0.053,0.048,,,0.000,0.099,,,,,,,,,,,,,,,,0.000,,,,,,,,
1714,1/1/14 1:45,0.357,0.042,,,0.000,,0.000,0.004,,0.000,,,,0.000,,,,,,0.000,,,,,,,,,,,0.003,,0.007,,0.244,0.220,,,,,0.053,0.048,,,0.000,0.051,,,,,,,,,,,,,,,,0.000,,,,,,,,
1714,1/1/14 2:00,0.443,0.041,,,0.000,,0.000,0.004,,0.000,,,,0.000,,,,,,0.000,,,,,,,,,,,0.003,,0.000,,0.173,0.214,,,,,0.052,0.048,,,0.000,0.151,,,,,,,,,,,,,,,,0.000,,,,,,,,
1714,1/1/14 2:15,0.473,0.041,,,0.000,,0.000,0.004,,0.000,,,,0.000,,,,,,0.000,,,,,,,,,,,0.003,,0.000,,0.260,0.214,,,,,0.053,0.048,,,0.000,0.181,,,,,,,,,,,,,,,,0.000,,,,,,,,
