dataid,utc,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
1334,1/1/14,1.672,0.000,,,,,,,,,,,,,,,,,,,,,0.304,,,,,,,,,,0.019,,0.019,,,,,,,,,0.141,0.889,0.099,,,,,,,,0.109,0.091,,,,,,,,,,,,,,,
1334,1/1/14 0:15,1.676,0.000,,,,,,,,,,,,,,,,,,,,,0.302,,,,,,,,,,0.018,,0.019,,,,,,,,,0.140,0.886,0.098,,,,,,,,0.134,0.075,,,,,,,,,,,,,,,
1334,1/1/14 0:30,1.785,0.000,,,,,,,,,,,,,,,,,,,,,0.300,,,,,,,,,,0.018,,0.019,,,,,,,,,0.139,0.885,0.126,,,,,,,,0.134,0.161,,,,,,,,,,,,,,,
1334,1/1/14 0:45,1.724,0.000,,,,,,,,,,,,,,,,,,,,,0.270,,,,,,,,,,0.018,,0.020,,,,,,,,,0.139,0.886,0.097,,,,,,,,0.140,0.151,,,,,,,,,,,,,,,
1334,1/1/14 1:00,1.386,0.000,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,0.019,,0.019,,,,,,,,,0.138,0.890,0.097,,,,,,,,0.067,0.147,,,,,,,,,,,,,,,
1334,1/1/14 1:15,1.565,0.000,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,0.019,,0.019,,,,,,,,,0.139,0.894,0.097,,,,,,,,0.335,0.055,,,,,,,,,,,,,,,
1334,1/1/14 1:30,1.636,0.000,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,0.019,,0.019,,,,,,,,,0.138,0.895,0.097,,,,,,,,0.344,0.116,,,,,,,,,,,,,,,
1334,1/1/14 1:45,1.706,0.000,,,,,,,,,,,,,,,,,,,,,0.154,,,,,,,,,,0.019,,0.019,,,,,,,,,0.134,0.895,0.097,,,,,,,,0.256,0.132,,,,,,,,,,,,,,,
1334,1/1/14 2:00,1.441,0.000,,,,,,,,,,,,,,,,,,,,,0.105,,,,,,,,,,0.019,,0.019,,,,,,,,,0.068,0.894,0.098,,,,,,,,0.065,0.170,,,,,,,,,,,,,,,
1334,1/1/14 2:15,1.338,0.000,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,0.019,,0.019,,,,,,,,,0.069,0.895,0.098,,,,,,,,0.066,0.164,,,,,,,,,,,,,,,
1334,1/1/14 2:30,1.456,0.000,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,0.019,,0.020,,,,,,,,,0.049,0.896,0.098,,,,,,,,0.066,0.163,,,,,,,,,,,,,,,
1334,1/1/14 2:45,1.337,0.000,,,,,,,,,,,,,,,,,,,,,0.026,,,,,,,,,,0.019,,0.019,,,,,,,,,0.041,0.899,0.098,,,,,,,,0.123,0.107,,,,,,,,,,,,,,,
1334,1/1/14 3:00,1.384,0.000,,,,,,,,,,,,,,,,,,,,,0.144,,,,,,,,,,0.019,,0.019,,,,,,,,,0.041,0.901,0.098,,,,,,,,0.145,0.012,,,,,,,,,,,,,,,
1334,1/1/14 3:15,1.338,0.000,,,,,,,,,,,,,,,,,,,,,0.086,,,,,,,,,,0.019,,0.019,,,,,,,,,0.041,0.902,0.100,,,,,,,,0.134,0.032,,,,,,,,,,,,,,,
1334,1/1/14 3:30,1.478,0.000,,,,,,,,,,,,,,,,,,,,,0.114,,,,,,,,,,0.019,,0.019,,,,,,,,,0.041,0.903,0.101,,,,,,,,0.134,0.142,,,,,,,,,,,,,,,
1334,1/1/14 3:45,1.755,0.000,,,,,,,,,,,,,,,,,,,,,0.308,,,,,,,,,,0.019,,0.019,,,,,,,,,0.042,0.903,0.101,,,,,,,,0.144,0.217,,,,,,,,,,,,,,,
1334,1/1/14 4:00,1.654,0.000,,,,,,,,,,,,,,,,,,,,,0.055,,,,,,,,,,0.019,,0.019,,,,,,,,,0.041,0.908,0.101,,,,,,,,0.135,0.375,,,,,,,,,,,,,,,
1334,1/1/14 4:15,1.524,0.000,,,,,,,,,,,,,,,,,,,,,0.093,,,,,,,,,,0.087,,0.019,,,,,,,,,0.064,0.906,0.099,,,,,,,,0.171,0.080,,,,,,,,,,,,,,,
1334,1/1/14 4:30,2.177,0.000,,,,,,,,,,,,,,,,,,,,,0.304,,,,,,,,,,0.096,,0.019,,,,,,,,,0.081,0.908,0.098,,,,,,,,0.541,0.129,,,,,,,,,,,,,,,
1334,1/1/14 4:45,1.843,0.000,,,,,,,,,,,,,,,,,,,,,0.010,,,,,,,,,,0.020,,0.019,,,,,,,,,0.079,0.913,0.099,,,,,,,,0.574,0.129,,,,,,,,,,,,,,,
1334,1/1/14 5:00,1.868,0.000,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,0.019,,0.019,,,,,,,,,0.079,0.914,0.098,,,,,,,,0.624,0.111,,,,,,,,,,,,,,,
1334,1/1/14 5:15,1.974,0.000,,,,,,,,,,,,,,,,,,,,,0.136,,,,,,,,,,0.019,,0.019,,,,,,,,,0.080,0.913,0.098,,,,,,,,0.600,0.110,,,,,,,,,,,,,,,
1334,1/1/14 5:30,1.533,0.000,,,,,,,,,,,,,,,,,,,,,0.097,,,,,,,,,,0.019,,0.019,,,,,,,,,0.080,0.912,0.099,,,,,,,,0.195,0.110,,,,,,,,,,,,,,,
1334,1/1/14 5:45,1.552,0.000,,,,,,,,,,,,,,,,,,,,,0.165,,,,,,,,,,0.019,,0.019,,,,,,,,,0.080,0.910,0.101,,,,,,,,0.147,0.107,,,,,,,,,,,,,,,
1334,1/1/14 6:00,1.519,0.000,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,0.019,,0.019,,,,,,,,,0.079,0.909,0.101,,,,,,,,0.200,0.144,,,,,,,,,,,,,,,
1334,1/1/14 6:15,1.799,0.000,,,,,,,,,,,,,,,,,,,,,0.186,,,,,,,,,,0.019,,0.019,,,,,,,,,0.079,0.907,0.101,,,,,,,,0.376,0.111,,,,,,,,,,,,,,,
1334,1/1/14 6:30,1.589,0.000,,,,,,,,,,,,,,,,,,,,,0.116,,,,,,,,,,0.019,,0.019,,,,,,,,,0.080,0.907,0.101,,,,,,,,0.239,0.107,,,,,,,,,,,,,,,
1334,1/1/14 6:45,1.622,0.000,,,,,,,,,,,,,,,,,,,,,0.195,,,,,,,,,,0.019,,0.019,,,,,,,,,0.080,0.906,0.101,,,,,,,,0.196,0.104,,,,,,,,,,,,,,,
1334,1/1/14 7:00,1.406,0.000,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,0.019,,0.019,,,,,,,,,0.079,0.907,0.101,,,,,,,,0.135,0.107,,,,,,,,,,,,,,,
1334,1/1/14 7:15,1.508,0.000,,,,,,,,,,,,,,,,,,,,,0.104,,,,,,,,,,0.019,,0.019,,,,,,,,,0.079,0.907,0.101,,,,,,,,0.138,0.137,,,,,,,,,,,,,,,
1334,1/1/14 7:30,1.604,0.000,,,,,,,,,,,,,,,,,,,,,0.116,,,,,,,,,,0.131,,0.019,,,,,,,,,0.079,0.904,0.098,,,,,,,,0.134,0.117,,,,,,,,,,,,,,,
1334,1/1/14 7:45,1.613,0.000,,,,,,,,,,,,,,,,,,,,,0.206,,,,,,,,,,0.019,,0.019,,,,,,,,,0.080,0.905,0.098,,,,,,,,0.178,0.103,,,,,,,,,,,,,,,
1334,1/1/14 8:00,1.602,0.000,,,,,,,,,,,,,,,,,,,,,0.132,,,,,,,,,,0.019,,0.019,,,,,,,,,0.079,0.907,0.098,,,,,,,,0.241,0.103,,,,,,,,,,,,,,,
1334,1/1/14 8:15,1.709,0.000,,,,,,,,,,,,,,,,,,,,,0.247,,,,,,,,,,0.019,,0.019,,,,,,,,,0.079,0.906,0.098,,,,,,,,0.182,0.156,,,,,,,,,,,,,,,
1334,1/1/14 8:30,1.650,0.000,,,,,,,,,,,,,,,,,,,,,0.236,,,,,,,,,,0.019,,0.019,,,,,,,,,0.079,0.905,0.099,,,,,,,,0.134,0.155,,,,,,,,,,,,,,,
1334,1/1/14 8:45,1.659,0.000,,,,,,,,,,,,,,,,,,,,,0.234,,,,,,,,,,0.019,,0.044,,,,,,,,,0.079,0.906,0.099,,,,,,,,0.144,0.131,,,,,,,,,,,,,,,
1334,1/1/14 9:00,1.962,0.000,,,,,,,,,,,,,,,,,,,,,0.305,,,,,,,,,,0.019,,0.030,,,,,,,,,0.079,0.906,0.098,,,,,,,,0.414,0.109,,,,,,,,,,,,,,,
1334,1/1/14 9:15,1.607,0.000,,,,,,,,,,,,,,,,,,,,,0.134,,,,,,,,,,0.019,,0.030,,,,,,,,,0.079,0.908,0.099,,,,,,,,0.225,0.112,,,,,,,,,,,,,,,
1334,1/1/14 9:30,1.764,0.000,,,,,,,,,,,,,,,,,,,,,0.307,,,,,,,,,,0.019,,0.029,,,,,,,,,0.080,0.905,0.099,,,,,,,,0.191,0.134,,,,,,,,,,,,,,,
1334,1/1/14 9:45,1.487,0.000,,,,,,,,,,,,,,,,,,,,,0.099,,,,,,,,,,0.019,,0.032,,,,,,,,,0.079,0.906,0.098,,,,,,,,0.148,0.101,,,,,,,,,,,,,,,
1334,1/1/14 10:00,1.744,0.000,,,,,,,,,,,,,,,,,,,,,0.307,,,,,,,,,,0.019,,0.029,,,,,,,,,0.079,0.903,0.098,,,,,,,,0.196,0.109,,,,,,,,,,,,,,,
1334,1/1/14 10:15,1.680,0.000,,,,,,,,,,,,,,,,,,,,,0.305,,,,,,,,,,0.019,,0.030,,,,,,,,,0.079,0.886,0.098,,,,,,,,0.152,0.108,,,,,,,,,,,,,,,
1334,1/1/14 10:30,1.691,0.000,,,,,,,,,,,,,,,,,,,,,0.304,,,,,,,,,,0.019,,0.029,,,,,,,,,0.079,0.873,0.098,,,,,,,,0.151,0.133,,,,,,,,,,,,,,,
1334,1/1/14 10:45,1.529,0.000,,,,,,,,,,,,,,,,,,,,,0.155,,,,,,,,,,0.019,,0.033,,,,,,,,,0.079,0.876,0.098,,,,,,,,0.221,0.045,,,,,,,,,,,,,,,
1334,1/1/14 11:00,1.668,0.000,,,,,,,,,,,,,,,,,,,,,0.153,,,,,,,,,,0.019,,0.022,,,,,,,,,0.045,0.875,0.098,,,,,,,,0.302,0.153,,,,,,,,,,,,,,,
1334,1/1/14 11:15,1.297,0.000,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,0.019,,0.022,,,,,,,,,0.041,0.873,0.099,,,,,,,,0.118,0.116,,,,,,,,,,,,,,,
1334,1/1/14 11:30,1.472,0.000,,,,,,,,,,,,,,,,,,,,,0.234,,,,,,,,,,0.019,,0.022,,,,,,,,,0.041,0.870,0.099,,,,,,,,0.079,0.105,,,,,,,,,,,,,,,
1334,1/1/14 11:45,1.311,0.000,,,,,,,,,,,,,,,,,,,,,0.082,,,,,,,,,,0.019,,0.022,,,,,,,,,0.041,0.870,0.099,,,,,,,,0.071,0.103,,,,,,,,,,,,,,,
