dataid,utc,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
7989,1/1/14,0.714,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.077,0.266,,,,,0.000,,,0.000,,0.020,,,,,,,,,,,,,,,,
7989,1/1/14 0:15,0.734,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.077,0.265,,,,,0.000,,,0.000,,0.016,,,,,,,,,,,,,,,,
7989,1/1/14 0:30,0.955,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.077,0.265,,,,,0.000,,,0.000,,0.013,,,,,,,,,,,,,,,,
7989,1/1/14 0:45,2.268,0.035,,,,,,,,,,,,,,,,,,0.004,,,0.012,,,,,,,,,,,,,,,,,,,,0.075,0.265,,,,,0.000,,,0.003,,0.006,,,,,,,,,,,,,,,,
7989,1/1/14 1:00,0.792,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.077,0.266,,,,,0.000,,,0.000,,0.007,,,,,,,,,,,,,,,,
7989,1/1/14 1:15,0.731,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.077,0.270,,,,,0.000,,,0.000,,0.013,,,,,,,,,,,,,,,,
7989,1/1/14 1:30,0.654,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.077,0.356,,,,,0.000,,,0.000,,0.048,,,,,,,,,,,,,,,,
7989,1/1/14 1:45,0.642,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.077,0.349,,,,,0.000,,,0.000,,0.048,,,,,,,,,,,,,,,,
7989,1/1/14 2:00,0.674,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.077,0.350,,,,,0.000,,,0.000,,0.048,,,,,,,,,,,,,,,,
7989,1/1/14 2:15,0.690,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.061,,,,,,,,,,,,,,,,,,,,0.077,0.350,,,,,0.000,,,0.000,,0.048,,,,,,,,,,,,,,,,
7989,1/1/14 2:30,0.907,0.042,,,,,,,,,,,,,,,,,,0.000,,,0.213,,,,,,,,,,,,,,,,,,,,0.077,0.359,,,,,0.000,,,0.000,,0.076,,,,,,,,,,,,,,,,
7989,1/1/14 2:45,0.688,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.077,0.418,,,,,0.000,,,0.000,,0.073,,,,,,,,,,,,,,,,
7989,1/1/14 3:00,1.009,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.163,,,,,,,,,,,,,,,,,,,,0.078,0.499,,,,,0.000,,,0.000,,0.072,,,,,,,,,,,,,,,,
7989,1/1/14 3:15,0.842,0.046,,,,,,,,,,,,,,,,,,0.000,,,0.025,,,,,,,,,,,,,,,,,,,,0.078,0.579,,,,,0.000,,,0.000,,0.071,,,,,,,,,,,,,,,,
7989,1/1/14 3:30,0.932,0.045,,,,,,,,,,,,,,,,,,0.000,,,0.021,,,,,,,,,,,,,,,,,,,,0.078,0.560,,,,,0.000,,,0.000,,0.069,,,,,,,,,,,,,,,,
7989,1/1/14 3:45,0.880,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.167,,,,,,,,,,,,,,,,,,,,0.078,0.484,,,,,0.000,,,0.000,,0.068,,,,,,,,,,,,,,,,
7989,1/1/14 4:00,0.850,0.045,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.078,0.489,,,,,0.000,,,0.000,,0.068,,,,,,,,,,,,,,,,
7989,1/1/14 4:15,0.961,0.045,,,,,,,,,,,,,,,,,,0.000,,,0.131,,,,,,,,,,,,,,,,,,,,0.078,0.579,,,,,0.000,,,0.000,,0.069,,,,,,,,,,,,,,,,
7989,1/1/14 4:30,1.423,0.048,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.078,0.486,,,,,0.000,,,0.587,,0.068,,,,,,,,,,,,,,,,
7989,1/1/14 4:45,2.101,0.053,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.074,0.486,,,,,0.000,,,1.230,,0.069,,,,,,,,,,,,,,,,
7989,1/1/14 5:00,2.424,0.053,,,,,,,,,,,,,,,,,,0.000,,,0.013,,,,,,,,,,,,,,,,,,,,0.006,0.501,,,,,0.000,,,1.229,,0.070,,,,,,,,,,,,,,,,
7989,1/1/14 5:15,2.348,0.054,,,,,,,,,,,,,,,,,,0.000,,,0.013,,,,,,,,,,,,,,,,,,,,0.006,0.546,,,,,0.000,,,1.230,,0.070,,,,,,,,,,,,,,,,
7989,1/1/14 5:30,2.332,0.054,,,,,,,,,,,,,,,,,,0.000,,,0.013,,,,,,,,,,,,,,,,,,,,0.006,0.533,,,,,0.000,,,1.232,,0.070,,,,,,,,,,,,,,,,
7989,1/1/14 5:45,2.342,0.054,,,,,,,,,,,,,,,,,,0.000,,,0.013,,,,,,,,,,,,,,,,,,,,0.006,0.532,,,,,0.000,,,1.228,,0.070,,,,,,,,,,,,,,,,
7989,1/1/14 6:00,1.872,0.051,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.006,0.147,,,,,0.000,,,1.222,,0.072,,,,,,,,,,,,,,,,
7989,1/1/14 6:15,3.111,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.013,,,,,,,,,,,,,,,,,,,,0.004,0.142,,,,,0.004,,,1.222,,0.076,,,,,,,,,,,,,,,,
7989,1/1/14 6:30,2.612,0.046,,,,,,,,,,,,,,,,,,0.000,,,0.013,,,,,,,,,,,,,,,,,,,,0.005,0.142,,,,,0.000,,,1.223,,0.075,,,,,,,,,,,,,,,,
7989,1/1/14 6:45,1.902,0.051,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.006,0.141,,,,,0.000,,,1.219,,0.049,,,,,,,,,,,,,,,,
7989,1/1/14 7:00,1.769,0.052,,,,,,,,,,,,,,,,,,0.000,,,0.013,,,,,,,,,,,,,,,,,,,,0.006,0.141,,,,,0.000,,,1.218,,0.027,,,,,,,,,,,,,,,,
7989,1/1/14 7:15,1.859,0.051,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.006,0.140,,,,,0.000,,,1.215,,0.021,,,,,,,,,,,,,,,,
7989,1/1/14 7:30,1.749,0.051,,,,,,,,,,,,,,,,,,0.000,,,0.013,,,,,,,,,,,,,,,,,,,,0.006,0.141,,,,,0.000,,,1.217,,0.019,,,,,,,,,,,,,,,,
7989,1/1/14 7:45,1.853,0.051,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.006,0.141,,,,,0.000,,,1.210,,0.019,,,,,,,,,,,,,,,,
7989,1/1/14 8:00,1.739,0.051,,,,,,,,,,,,,,,,,,0.000,,,0.013,,,,,,,,,,,,,,,,,,,,0.006,0.141,,,,,0.000,,,1.210,,0.017,,,,,,,,,,,,,,,,
7989,1/1/14 8:15,1.851,0.051,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.006,0.141,,,,,0.000,,,1.210,,0.019,,,,,,,,,,,,,,,,
7989,1/1/14 8:30,1.783,0.051,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.006,0.141,,,,,0.000,,,1.211,,0.062,,,,,,,,,,,,,,,,
7989,1/1/14 8:45,1.897,0.050,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.006,0.140,,,,,0.000,,,1.212,,0.062,,,,,,,,,,,,,,,,
7989,1/1/14 9:00,1.783,0.051,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.006,0.140,,,,,0.000,,,1.212,,0.060,,,,,,,,,,,,,,,,
7989,1/1/14 9:15,1.813,0.050,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.006,0.140,,,,,0.000,,,1.132,,0.060,,,,,,,,,,,,,,,,
7989,1/1/14 9:30,0.567,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.061,,,,,,,,,,,,,,,,
7989,1/1/14 9:45,0.668,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.042,,,,,,,,,,,,,,,,
7989,1/1/14 10:00,0.428,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.017,,,,,,,,,,,,,,,,
7989,1/1/14 10:15,0.435,0.042,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.019,,,,,,,,,,,,,,,,
7989,1/1/14 10:30,0.339,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.019,,,,,,,,,,,,,,,,
7989,1/1/14 10:45,0.432,0.042,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.019,,,,,,,,,,,,,,,,
7989,1/1/14 11:00,0.340,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.005,0.142,,,,,0.000,,,0.000,,0.020,,,,,,,,,,,,,,,,
7989,1/1/14 11:15,0.584,0.041,,,,,,,,,,,,,,,,,,0.000,,,0.170,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.020,,,,,,,,,,,,,,,,
7989,1/1/14 11:30,0.388,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.069,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.019,,,,,,,,,,,,,,,,
7989,1/1/14 11:45,0.660,0.041,,,,,,,,,,,,,,,,,,0.000,,,0.257,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.019,,,,,,,,,,,,,,,,
7989,1/1/14 12:00,0.492,0.041,,,,,,,,,,,,,,,,,,0.000,,,0.147,,,,,,,,,,,,,,,,,,,,0.005,0.140,,,,,0.000,,,0.000,,0.023,,,,,,,,,,,,,,,,
7989,1/1/14 12:15,0.500,0.041,,,,,,,,,,,,,,,,,,0.000,,,0.173,,,,,,,,,,,,,,,,,,,,0.005,0.140,,,,,0.000,,,0.000,,0.023,,,,,,,,,,,,,,,,
7989,1/1/14 12:30,0.580,0.041,,,,,,,,,,,,,,,,,,0.000,,,0.243,,,,,,,,,,,,,,,,,,,,0.005,0.140,,,,,0.000,,,0.000,,0.010,,,,,,,,,,,,,,,,
7989,1/1/14 12:45,0.281,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.007,,,,,,,,,,,,,,,,
7989,1/1/14 13:00,0.550,0.041,,,,,,,,,,,,,,,,,,0.000,,,0.217,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.008,,,,,,,,,,,,,,,,
7989,1/1/14 13:15,0.348,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.007,,,,,,,,,,,,,,,,
7989,1/1/14 13:30,1.993,0.034,,,,,,,,,,,,,,,,,,0.005,,,0.152,,,,,,,,,,,,,,,,,,,,0.000,0.141,,,,,0.003,,,0.004,,0.007,,,,,,,,,,,,,,,,
7989,1/1/14 13:45,0.605,0.045,,,,,,,,,,,,,,,,,,0.000,,,0.053,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.007,,,,,,,,,,,,,,,,
7989,1/1/14 14:00,1.375,0.048,,,,,,,,,,,,,,,,,,0.000,,,0.154,,,,,,,,,,,,,,,,,,,,0.005,0.141,,,,,0.000,,,0.000,,0.006,,,,,,,,,,,,,,,,
7989,1/1/14 14:15,0.319,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.004,0.142,,,,,0.000,,,0.000,,0.006,,,,,,,,,,,,,,,,
7989,1/1/14 14:30,0.382,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.015,,,,,,,,,,,,,,,,,,,,0.004,0.142,,,,,0.000,,,0.000,,0.006,,,,,,,,,,,,,,,,
7989,1/1/14 14:45,0.417,0.043,,,,,,,,,,,,,,,,,,0.000,,,0.015,,,,,,,,,,,,,,,,,,,,0.004,0.143,,,,,0.000,,,0.000,,0.006,,,,,,,,,,,,,,,,
7989,1/1/14 15:00,0.769,0.044,,,,,,,,,,,,,,,,,,0.000,,,0.015,,,,,,,,,,,,,,,,,,,,0.004,0.339,,,,,0.000,,,0.000,,0.005,,,,,,,,,,,,,,,,
7989,1/1/14 15:15,2.760,0.047,,,,,,,,,,,,,,,,,,2.237,,,0.014,,,,,,,,,,,,,,,,,,,,0.004,0.439,,,,,0.000,,,0.000,,0.003,,,,,,,,,,,,,,,,
7989,1/1/14 15:30,5.521,0.047,,,,,,,,,,,,,,,,,,5.000,,,0.014,,,,,,,,,,,,,,,,,,,,0.005,0.437,,,,,0.000,,,0.003,,0.000,,,,,,,,,,,,,,,,
7989,1/1/14 15:45,3.539,0.046,,,,,,,,,,,,,,,,,,2.817,,,0.013,,,,,,,,,,,,,,,,,,,,0.004,0.427,,,,,0.000,,,0.000,,0.000,,,,,,,,,,,,,,,,
7989,1/1/14 16:00,3.005,0.042,,,,,,,,,,,,,,,,,,2.135,,,0.013,,,,,,,,,,,,,,,,,,,,0.000,0.336,,,,,0.000,,,0.000,,0.003,,,,,,,,,,,,,,,,
7989,1/1/14 16:15,2.207,0.045,,,,,,,,,,,,,,,,,,1.967,,,0.014,,,,,,,,,,,,,,,,,,,,0.004,0.226,,,,,0.000,,,0.000,,0.003,,,,,,,,,,,,,,,,
