dataid,utc,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
9160,1/1/14,1.470,0.004,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253,,,,,,,,,,,,,1.245,,,,,,,,,,
9160,1/1/14 0:15,1.222,0.003,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,,1.217,,,,,,,,,,
9160,1/1/14 0:30,1.151,0.000,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,1.149,,,,,,,,,,
9160,1/1/14 0:45,1.304,0.000,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,,,,,,,1.298,,,,,,,,,,
9160,1/1/14 1:00,1.177,0.000,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,1.170,,,,,,,,,,
9160,1/1/14 1:15,1.245,0.003,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,1.244,,,,,,,,,,
9160,1/1/14 1:30,1.967,0.008,,,,,,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,1.978,,,,,,,,,,
9160,1/1/14 1:45,1.220,0.004,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,1.219,,,,,,,,,,
9160,1/1/14 2:00,1.888,0.008,,,,,,,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,1.898,,,,,,,,,,
9160,1/1/14 2:15,1.197,0.004,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,1.197,,,,,,,,,,
