dataid,utc,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
9937,1/1/14,2.533,0.000,,,,,,,,,,,,,0.005,,,,,,,,0.182,,0.076,,,,,,0.213,,,,0.480,,,,,,,,,,,,0.274,,,,,,,,0.000,,,,,,,,,,,,,,,
9937,1/1/14 0:15,2.012,0.004,,,,,,,,,,,,,0.005,,,,,,,,0.047,,0.087,,,,,,0.043,,,,0.187,,,,,,,,,,,,0.262,,,,,,,,0.012,,,,,,,,,,,,,,,
9937,1/1/14 0:30,3.105,0.003,,,,,,,,,,,,,0.005,,,,,,,,0.017,,0.079,,,,,,0.043,,,,0.252,,,,,,,,,,,,0.313,,,,,,,,0.112,,,,,,,,,,,,,,,
9937,1/1/14 0:45,2.491,0.000,,,,,,,,,,,,,0.203,,,,,,,,0.022,,0.132,,,,,,0.043,,,,0.292,,,,,,,,,,,,0.311,,,,,,,,0.000,,,,,,,,,,,,,,,
9937,1/1/14 1:00,2.237,0.000,,,,,,,,,,,,,0.292,,,,,,,,0.133,,0.079,,,,,,0.032,,,,0.202,,,,,,,,,,,,0.010,,,,,,,,0.029,,,,,,,,,,,,,,,
9937,1/1/14 1:15,2.077,0.003,,,,,,,,,,,,,0.105,,,,,,,,0.037,,0.080,,,,,,0.028,,,,0.200,,,,,,,,,,,,0.011,,,,,,,,0.140,,,,,,,,,,,,,,,
9937,1/1/14 1:30,1.859,0.003,,,,,,,,,,,,,0.060,,,,,,,,0.018,,0.079,,,,,,0.034,,,,0.173,,,,,,,,,,,,0.011,,,,,,,,0.004,,,,,,,,,,,,,,,
9937,1/1/14 1:45,2.301,0.004,,,,,,,,,,,,,0.135,,,,,,,,0.018,,0.077,,,,,,0.016,,,,0.729,,,,,,,,,,,,0.011,,,,,,,,0.062,,,,,,,,,,,,,,,
9937,1/1/14 2:00,1.970,0.000,,,,,,,,,,,,,0.206,,,,,,,,0.018,,0.077,,,,,,0.000,,,,0.179,,,,,,,,,,,,0.011,,,,,,,,0.148,,,,,,,,,,,,,,,
9937,1/1/14 2:15,2.028,0.003,,,,,,,,,,,,,0.095,,,,,,,,0.018,,0.040,,,,,,0.000,,,,0.099,,,,,,,,,,,,0.011,,,,,,,,0.342,,,,,,,,,,,,,,,
9937,1/1/14 2:30,1.877,0.003,,,,,,,,,,,,,0.290,,,,,,,,0.018,,0.051,,,,,,0.000,,,,0.057,,,,,,,,,,,,0.010,,,,,,,,0.259,,,,,,,,,,,,,,,
