dataid,utc,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
5746,1/1/14,0.928,0.005,,,,,,,0.000,0.050,,,,,,,,,,0.000,,,0.144,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.004,,,,,,0.689,,,,,,,,,,
5746,1/1/14 0:15,0.863,0.005,,,,,,,0.000,0.050,,,,,,,,,,0.000,,,0.175,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.003,,,,,,0.593,,,,,,,,,,
5746,1/1/14 0:30,0.831,0.005,,,,,,,0.000,0.051,,,,,,,,,,0.000,,,0.135,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.003,,,,,,0.597,,,,,,,,,,
5746,1/1/14 0:45,0.999,0.006,,,,,,,0.000,0.050,,,,,,,,,,0.000,,,0.155,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.003,,,,,,0.749,,,,,,,,,,
5746,1/1/14 1:00,1.695,0.009,,,,,,,0.000,0.048,,,,,,,,,,0.000,,,0.187,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,0.006,,,,,,1.402,,,,,,,,,,
5746,1/1/14 1:15,1.500,0.007,,,,,,,0.000,0.049,,,,,,,,,,0.000,,,0.169,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,0.005,,,,,,1.208,,,,,,,,,,
5746,1/1/14 1:30,1.386,0.006,,,,,,,0.008,0.205,,,,,,,,,,0.000,,,0.124,,,,,,,,,,,,,,,,,,0.009,,,,,,,,,,,,,0.000,,,,,,0.938,,,,,,,,,,
5746,1/1/14 1:45,1.450,0.006,,,,,,,0.000,0.110,,,,,,,,,,0.000,,,0.329,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,0.004,,,,,,0.938,,,,,,,,,,
5746,1/1/14 2:00,1.127,0.005,,,,,,,0.000,0.051,,,,,,,,,,0.000,,,0.077,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,,,,0.936,,,,,,,,,,
5746,1/1/14 2:15,1.035,0.005,,,,,,,0.000,0.051,,,,,,,,,,0.000,,,0.039,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,,,,0.861,,,,,,,,,,
