dataid,utc,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
936,1/1/14,0.227,0.000,,,,,,,0.000,0.012,,,,,,,,,,0.000,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123,,,,,,,,,,,,,0.004,,
936,1/1/14 0:15,0.113,0.000,,,,,,,0.004,0.012,,,,,,,,,,0.000,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,0.004,,
936,1/1/14 0:30,0.099,0.000,,,,,,,0.003,0.012,,,,,,,,,,0.000,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.004,,
936,1/1/14 0:45,0.096,0.000,,,,,,,0.003,0.012,,,,,,,,,,0.000,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.004,,
936,1/1/14 1:00,0.211,0.000,,,,,,,0.000,0.012,,,,,,,,,,0.000,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,,,,,,,,,,,,,0.004,,
936,1/1/14 1:15,0.135,0.000,,,,,,,0.004,0.012,,,,,,,,,,0.000,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,,,,,,,,,,,,,0.004,,
936,1/1/14 1:30,0.096,0.000,,,,,,,0.004,0.012,,,,,,,,,,0.000,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.004,,
936,1/1/14 1:45,0.096,0.000,,,,,,,0.004,0.012,,,,,,,,,,0.000,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.004,,
936,1/1/14 2:00,0.187,0.000,,,,,,,0.003,0.012,,,,,,,,,,0.000,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,,,,,,,,,0.004,,
936,1/1/14 2:15,0.160,0.000,,,,,,,0.003,0.012,,,,,,,,,,0.000,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060,,,,,,,,,,,,,0.004,,
936,1/1/14 2:30,0.206,0.000,,,,,,,0.004,0.012,,,,,,,,,,0.000,,,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.004,,
936,1/1/14 2:45,0.205,0.000,,,,,,,0.004,0.012,,,,,,,,,,0.000,,,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.004,,
936,1/1/14 3:00,0.162,0.000,,,,,,,0.004,0.012,,,,,,,,,,0.000,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,0.004,,
936,1/1/14 3:15,0.277,0.000,,,,,,,0.000,0.012,,,,,,,,,,0.000,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,,,,,,,,,,,,,0.106,,
936,1/1/14 3:30,0.191,0.000,,,,,,,0.003,0.012,,,,,,,,,,0.000,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.110,,
936,1/1/14 3:45,0.192,0.000,,,,,,,0.003,0.012,,,,,,,,,,0.000,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.110,,
936,1/1/14 4:00,0.298,0.000,,,,,,,0.003,0.012,,,,,,,,,,0.000,,,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,0.110,,
936,1/1/14 4:15,0.413,0.000,,,,,,,0.000,0.012,,,,,,,,,,0.000,,,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113,,,,,,,,,,,,,0.064,,
