dataid,utc,use,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,subpanel1,subpanel2,unknown1,unknown2,unknown3,unknown4,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
2829,1/1/14,0.177,0.000,,,,,,,0.003,0.055,,,,,0.000,,,0.000,,,,,0.038,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.003,,,,,,,,,,,,,,,
2829,1/1/14 0:15,0.322,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.038,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.168,,,,,,,,,,,,,,,
2829,1/1/14 0:30,0.304,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.038,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.042,,,,,,,,,,,,,,,
2829,1/1/14 0:45,0.174,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.038,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 1:00,0.199,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.038,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.028,,,,,,,,,,,,,,,
2829,1/1/14 1:15,0.349,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.038,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.165,,,,,,,,,,,,,,,
2829,1/1/14 1:30,0.251,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.017,,,,,,,,,,,,,,,
2829,1/1/14 1:45,0.174,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 2:00,0.223,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.055,,,,,,,,,,,,,,,
2829,1/1/14 2:15,0.400,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.151,,,,,,,,,,,,,,,
2829,1/1/14 2:30,0.175,0.000,,,,,,,0.003,0.055,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 2:45,0.176,0.000,,,,,,,0.003,0.055,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 3:00,0.253,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.083,,,,,,,,,,,,,,,
2829,1/1/14 3:15,0.368,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.119,,,,,,,,,,,,,,,
2829,1/1/14 3:30,0.175,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 3:45,0.175,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 4:00,0.355,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.114,,,,,,,,,,,,,,,
2829,1/1/14 4:15,0.265,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.085,,,,,,,,,,,,,,,
2829,1/1/14 4:30,0.173,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 4:45,0.175,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.038,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 5:00,0.397,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.146,,,,,,,,,,,,,,,
2829,1/1/14 5:15,0.220,0.000,,,,,,,0.003,0.055,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.050,,,,,,,,,,,,,,,
2829,1/1/14 5:30,0.176,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 5:45,0.219,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.012,,,,,,,,,,,,,,,
2829,1/1/14 6:00,0.381,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.166,,,,,,,,,,,,,,,
2829,1/1/14 6:15,0.190,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.016,,,,,,,,,,,,,,,
2829,1/1/14 6:30,0.175,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.038,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 6:45,0.305,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.050,,,,,,,,,,,,,,,
2829,1/1/14 7:00,0.300,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.140,,,,,,,,,,,,,,,
2829,1/1/14 7:15,0.173,0.000,,,,,,,0.003,0.055,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 7:30,0.182,0.000,,,,,,,0.003,0.065,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 7:45,0.342,0.000,,,,,,,0.003,0.055,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.087,,,,,,,,,,,,,,,
2829,1/1/14 8:00,0.262,0.000,,,,,,,0.003,0.055,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.101,,,,,,,,,,,,,,,
2829,1/1/14 8:15,0.173,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 8:30,0.180,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 8:45,0.367,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.124,,,,,,,,,,,,,,,
2829,1/1/14 9:00,0.225,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.060,,,,,,,,,,,,,,,
2829,1/1/14 9:15,0.173,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 9:30,0.226,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 9:45,0.356,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.162,,,,,,,,,,,,,,,
2829,1/1/14 10:00,0.189,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.018,,,,,,,,,,,,,,,
2829,1/1/14 10:15,0.173,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 10:30,0.294,0.000,,,,,,,0.003,0.055,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.038,,,,,,,,,,,,,,,
2829,1/1/14 10:45,0.412,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.264,,,,,,,,,,,,,,,
2829,1/1/14 11:00,0.321,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.165,,,,,,,,,,,,,,,
2829,1/1/14 11:15,0.218,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.051,,,,,,,,,,,,,,,
2829,1/1/14 11:30,0.420,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.177,,,,,,,,,,,,,,,
2829,1/1/14 11:45,0.315,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.162,,,,,,,,,,,,,,,
2829,1/1/14 12:00,0.193,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.056,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 12:15,0.297,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.159,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 12:30,0.353,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.039,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.095,,,,,,,,,,,,,,,
2829,1/1/14 12:45,0.267,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.106,,,,,,,,,,,,,,,
2829,1/1/14 13:00,0.173,0.000,,,,,,,0.003,0.055,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 13:15,0.173,0.000,,,,,,,0.003,0.055,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
2829,1/1/14 13:30,0.370,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.036,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.118,,,,,,,,,,,,,,,
2829,1/1/14 13:45,0.253,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.056,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.068,,,,,,,,,,,,,,,
2829,1/1/14 14:00,0.297,0.000,,,,,,,0.003,0.054,,,,,0.000,,,0.000,,,,,0.160,,,,,,,,,,,,0.003,,,,,,,,0.000,,,,0.006,,,,,,,,0.000,,,,,,,,,,,,,,,
